Year,Month,Day,Temp_Max[?øC],Temp_Mean[?øC],Temp_Min[?øC],Weather Category,,Emirate
2018,12,15,28.7,22.2,16.3,Sunny and Warm,,Abu Dhabi
2020,7,31,49.2,38.2,31,Sunny and Hot,,Abu Dhabi
2019,11,21,24.6,22.1,19.3,Sunny and Warm,,Abu Dhabi
2020,8,2,49.2,39.1,32.9,Sunny and Hot,,Abu Dhabi
2019,5,18,40.2,34,28.8,Sunny and Hot,,Abu Dhabi
2019,1,22,23.3,18,11.2,Cold and Cloudy,,Abu Dhabi
2022,1,5,22.6,18.6,15.6,Cold and Cloudy,,Abu Dhabi
2021,7,23,47.1,40.4,34.2,Sunny and Hot,,Abu Dhabi
2018,6,18,43,34.6,25.1,Sunny and Hot,,Abu Dhabi
2020,12,14,27.4,20.9,13.9,Sunny and Warm,,Abu Dhabi
2020,6,18,41,34.7,29.1,Sunny and Hot,,Abu Dhabi
2022,11,6,33.7,28,22.8,Sunny and Warm,,Abu Dhabi
2019,7,3,45.7,36.3,28.5,Sunny and Hot,,Abu Dhabi
2021,7,16,43.5,38.3,34.3,Sunny and Hot,,Abu Dhabi
2021,6,21,48.5,37.7,31.2,Sunny and Hot,,Abu Dhabi
2022,5,30,40.2,33.1,27.4,Sunny and Hot,,Abu Dhabi
2022,11,11,38,29.6,22.3,Sunny and Warm,,Abu Dhabi
2022,3,7,36.8,27.2,18.3,Sunny and Warm,,Abu Dhabi
2019,10,30,40.2,30.5,22.1,Sunny and Hot,,Abu Dhabi
2022,4,17,38.8,31.5,25.7,Sunny and Hot,,Abu Dhabi
2018,7,6,46.6,41.4,37.1,Sunny and Hot,,Abu Dhabi
2020,5,23,42.8,33.4,26.1,Sunny and Hot,,Abu Dhabi
2020,11,7,34.3,27.4,19.8,Sunny and Warm,,Abu Dhabi
2018,5,3,39.9,32.4,23.8,Sunny and Hot,,Abu Dhabi
2022,7,21,46,38.9,34.2,Sunny and Hot,,Abu Dhabi
2019,6,22,45.3,36.4,31.3,Sunny and Hot,,Abu Dhabi
2020,7,19,46.1,39.1,34.9,Sunny and Hot,,Abu Dhabi
2020,5,5,39.8,31.4,23.9,Sunny and Hot,,Abu Dhabi
2019,11,2,32.5,28.8,24.9,Sunny and Warm,,Abu Dhabi
2018,12,8,28.4,23,18.6,Sunny and Warm,,Abu Dhabi
2018,9,9,45.8,35.2,28.6,Sunny and Hot,,Abu Dhabi
2019,2,21,23.6,18.4,12.9,Cold and Cloudy,,Abu Dhabi
2021,9,17,42.5,35.4,30.5,Sunny and Hot,,Abu Dhabi
2021,1,6,26,18.2,10.6,Cold and Cloudy,,Abu Dhabi
2022,10,31,36.9,29,23,Sunny and Warm,,Abu Dhabi
2018,3,14,30,24.2,19.9,Sunny and Warm,,Abu Dhabi
2019,2,23,27.5,21.9,17.9,Sunny and Warm,,Abu Dhabi
2023,2,8,30.8,24.1,20.4,Sunny and Warm,,Abu Dhabi
2019,8,28,47.6,37.7,30.2,Sunny and Hot,,Abu Dhabi
2022,10,8,41.8,33.3,25.9,Sunny and Hot,,Abu Dhabi
2018,1,29,22.2,18.8,16.2,Cold and Cloudy,,Abu Dhabi
2020,4,12,38.8,32.6,25.6,Sunny and Hot,,Abu Dhabi
2022,2,25,30.6,22,14.4,Sunny and Warm,,Abu Dhabi
2021,12,4,27.8,23.6,19.8,Sunny and Warm,,Abu Dhabi
2019,7,14,44.7,36.1,31.2,Sunny and Hot,,Abu Dhabi
2018,9,15,46.7,37.1,29.9,Sunny and Hot,,Abu Dhabi
2021,7,15,44.6,38.9,34.4,Sunny and Hot,,Abu Dhabi
2020,6,2,44.4,37.2,31.8,Sunny and Hot,,Abu Dhabi
2020,10,3,38.3,31,24,Sunny and Hot,,Abu Dhabi
2018,1,6,27.6,19.3,12.4,Cold and Cloudy,,Abu Dhabi
2019,5,11,41.2,33.4,25.8,Sunny and Hot,,Abu Dhabi
2022,3,18,25.6,21.6,19.1,Sunny and Warm,,Abu Dhabi
2022,3,21,31.9,23.7,17,Sunny and Warm,,Abu Dhabi
2020,4,6,32.9,26.9,21.4,Sunny and Warm,,Abu Dhabi
2020,12,25,25.6,19.4,12.4,Cold and Cloudy,,Abu Dhabi
2022,6,26,45,36.2,29.8,Sunny and Hot,,Abu Dhabi
2020,10,23,34.2,27.7,20.5,Sunny and Warm,,Abu Dhabi
2018,10,16,35.5,30.3,25.9,Sunny and Hot,,Abu Dhabi
2022,2,4,27.9,21.1,16,Sunny and Warm,,Abu Dhabi
2018,9,25,41,34.1,28.9,Sunny and Hot,,Abu Dhabi
2022,9,26,41.7,33.5,28.5,Sunny and Hot,,Abu Dhabi
2021,10,18,39.9,31.2,23.5,Sunny and Hot,,Abu Dhabi
2020,12,17,28.8,21.2,14,Sunny and Warm,,Abu Dhabi
2020,2,23,33.3,25.1,19.4,Sunny and Warm,,Abu Dhabi
2020,5,7,40.3,32.1,25,Sunny and Hot,,Abu Dhabi
2020,7,19,46.1,39.1,34.9,Sunny and Hot,,Abu Dhabi
2019,6,4,46.2,36,27.1,Sunny and Hot,,Abu Dhabi
2022,11,15,34.1,28.1,22.3,Sunny and Warm,,Abu Dhabi
2018,8,4,45.3,35.9,26.8,Sunny and Hot,,Abu Dhabi
2023,1,13,26.2,20.2,16,Sunny and Warm,,Abu Dhabi
2018,5,3,39.9,32.4,23.8,Sunny and Hot,,Abu Dhabi
2022,4,10,43.5,31.3,21.1,Sunny and Hot,,Abu Dhabi
2020,3,27,34.9,25.6,17.2,Sunny and Warm,,Abu Dhabi
2022,9,3,44.9,35,28.1,Sunny and Hot,,Abu Dhabi
2019,1,31,26.6,21.2,16.8,Sunny and Warm,,Abu Dhabi
2018,1,17,23.8,19.7,16.2,Cold and Cloudy,,Abu Dhabi
2022,8,20,48.9,37.9,29.7,Sunny and Hot,,Abu Dhabi
2021,3,6,28,23.4,20.6,Sunny and Warm,,Abu Dhabi
2020,10,8,38.8,32.1,25.2,Sunny and Hot,,Abu Dhabi
2022,4,30,35.7,30.6,26.7,Sunny and Hot,,Abu Dhabi
2021,10,29,35.9,29.7,24.5,Sunny and Warm,,Abu Dhabi
2020,3,20,37.9,27.9,20.7,Sunny and Warm,,Abu Dhabi
2020,6,1,44.7,37.4,32.3,Sunny and Hot,,Abu Dhabi
2018,7,30,46.3,38.4,35,Sunny and Hot,,Abu Dhabi
2018,1,25,27.1,17.8,10.5,Cold and Cloudy,,Abu Dhabi
2019,12,20,26.3,21.3,16.2,Sunny and Warm,,Abu Dhabi
2018,11,24,33.3,25.5,17,Sunny and Warm,,Abu Dhabi
2022,8,22,46.4,36.5,29.7,Sunny and Hot,,Abu Dhabi
2019,4,27,32.4,26.1,21,Sunny and Warm,,Abu Dhabi
2022,1,31,26.9,20.6,15.6,Sunny and Warm,,Abu Dhabi
2018,11,24,33.3,25.5,17,Sunny and Warm,,Abu Dhabi
2019,6,16,48,36.5,29.6,Sunny and Hot,,Abu Dhabi
2022,4,16,40,32.2,25,Sunny and Hot,,Abu Dhabi
2020,7,18,46.1,38.1,34.2,Sunny and Hot,,Abu Dhabi
2021,8,25,44.7,36.7,32.2,Sunny and Hot,,Abu Dhabi
2023,2,7,33.8,25,17.5,Sunny and Warm,,Abu Dhabi
2022,9,18,41.8,33.7,27.6,Sunny and Hot,,Abu Dhabi
2019,11,7,35.6,27.7,21.3,Sunny and Warm,,Abu Dhabi
2020,2,26,30.8,24.2,20.2,Sunny and Warm,,Abu Dhabi
2020,1,15,21.7,17.2,14,Cold and Cloudy,,Abu Dhabi
2022,12,30,26.3,20.5,15,Sunny and Warm,,Abu Dhabi
2018,9,15,46.7,37.1,29.9,Sunny and Hot,,Abu Dhabi
2019,4,27,32.4,26.1,21,Sunny and Warm,,Abu Dhabi
2018,11,13,32,27.2,22.5,Sunny and Warm,,Abu Dhabi
2022,2,5,31.4,21.6,13.7,Sunny and Warm,,Abu Dhabi
2022,2,25,30.6,22,14.4,Sunny and Warm,,Abu Dhabi
2020,12,27,28.7,20.2,13.2,Sunny and Warm,,Abu Dhabi
2020,12,15,29.3,21.6,14.7,Sunny and Warm,,Abu Dhabi
2022,12,16,28.9,23.2,16.8,Sunny and Warm,,Abu Dhabi
2018,9,4,47.4,37.9,29.9,Sunny and Hot,,Abu Dhabi
2019,2,6,24.7,18.9,13.2,Cold and Cloudy,,Abu Dhabi
2019,4,13,35.1,26.3,21.2,Sunny and Warm,,Abu Dhabi
2022,9,1,44.7,35,29,Sunny and Hot,,Abu Dhabi
2019,10,19,38.3,30.4,24.6,Sunny and Hot,,Abu Dhabi
2019,5,30,46,35.5,27.3,Sunny and Hot,,Abu Dhabi
2020,7,19,46.1,39.1,34.9,Sunny and Hot,,Abu Dhabi
2019,5,29,46.6,36.7,28.6,Sunny and Hot,,Abu Dhabi
2020,12,16,29.7,21.2,14.1,Sunny and Warm,,Abu Dhabi
2019,7,11,43.3,35.4,26.4,Sunny and Hot,,Abu Dhabi
2020,10,15,37.6,29.1,21.3,Sunny and Warm,,Abu Dhabi
2019,1,15,29.7,22.5,15.8,Sunny and Warm,,Abu Dhabi
2022,2,1,29.9,21.6,14.6,Sunny and Warm,,Abu Dhabi
2018,4,24,41.4,32.9,27,Sunny and Hot,,Abu Dhabi
2022,6,20,49,38.6,33,Sunny and Hot,,Abu Dhabi
2018,3,3,27.4,21.7,16.6,Sunny and Warm,,Abu Dhabi
2021,7,26,45.8,39.6,34.7,Sunny and Hot,,Abu Dhabi
2020,9,2,45,35.7,29.2,Sunny and Hot,,Abu Dhabi
2022,4,23,39.6,29.8,22.3,Sunny and Warm,,Abu Dhabi
2020,7,12,49.5,39.5,32.6,Sunny and Hot,,Abu Dhabi
2022,9,27,40.7,33.2,29.2,Sunny and Hot,,Abu Dhabi
2020,12,24,26.7,19.9,13.4,Cold and Cloudy,,Abu Dhabi
2021,12,26,27,23,19.4,Sunny and Warm,,Abu Dhabi
2018,3,21,32.6,22.9,12.5,Sunny and Warm,,Abu Dhabi
2018,8,10,47.8,40.1,35.2,Sunny and Hot,,Abu Dhabi
2021,6,26,47.4,37.8,28.4,Sunny and Hot,,Abu Dhabi
2019,2,4,24,19.9,17.3,Cold and Cloudy,,Abu Dhabi
2021,1,16,25.2,16.2,8.2,Cold and Cloudy,,Abu Dhabi
2020,7,2,44.2,38,34.3,Sunny and Hot,,Abu Dhabi
2019,7,1,47,37.3,28.7,Sunny and Hot,,Abu Dhabi
2019,7,1,47,37.3,28.7,Sunny and Hot,,Abu Dhabi
2022,2,10,28.5,20.4,13.4,Sunny and Warm,,Abu Dhabi
2021,1,27,25.7,19.9,14.5,Cold and Cloudy,,Abu Dhabi
2020,9,16,41.7,33.9,26.2,Sunny and Hot,,Abu Dhabi
2020,8,13,40.9,36.2,33.4,Sunny and Hot,,Abu Dhabi
2021,6,17,39.3,33.3,28,Sunny and Hot,,Abu Dhabi
2020,4,25,43,33.1,23.3,Sunny and Hot,,Abu Dhabi
2020,10,21,38.9,27.9,19.5,Sunny and Warm,,Abu Dhabi
2021,6,1,45.5,35.8,28.2,Sunny and Hot,,Abu Dhabi
2018,11,19,30.2,25.7,21.4,Sunny and Warm,,Abu Dhabi
2020,5,31,43.6,37.3,32.7,Sunny and Hot,,Abu Dhabi
2022,8,3,46.2,39.5,35,Sunny and Hot,,Abu Dhabi
2019,4,18,40.6,30.2,20.3,Sunny and Hot,,Abu Dhabi
2020,7,7,43.2,35.6,27.3,Sunny and Hot,,Abu Dhabi
2021,5,22,47.2,36.3,26,Sunny and Hot,,Abu Dhabi
2019,9,18,46.1,35.2,29.7,Sunny and Hot,,Abu Dhabi
2021,7,3,46.7,36.8,29.7,Sunny and Hot,,Abu Dhabi
2021,12,22,28.6,21.6,15.2,Sunny and Warm,,Abu Dhabi
2018,11,3,34.7,28.2,22.2,Sunny and Warm,,Abu Dhabi
2019,7,2,43.3,35.8,27,Sunny and Hot,,Abu Dhabi
2022,9,13,45.3,34.6,28,Sunny and Hot,,Abu Dhabi
2021,7,13,48.3,38.8,33.1,Sunny and Hot,,Abu Dhabi
2022,8,20,48.9,37.9,29.7,Sunny and Hot,,Abu Dhabi
2022,9,23,43.5,34.5,26.6,Sunny and Hot,,Abu Dhabi
2022,6,22,48.6,37.9,28.1,Sunny and Hot,,Abu Dhabi
2018,3,1,31,24.1,18.4,Sunny and Warm,,Abu Dhabi
2021,3,17,38.7,28.8,20.6,Sunny and Warm,,Abu Dhabi
2018,1,27,31.1,20.8,12.8,Sunny and Warm,,Abu Dhabi
2019,8,5,44,36.7,30.7,Sunny and Hot,,Abu Dhabi
2020,3,4,25.4,20.5,15.8,Sunny and Warm,,Abu Dhabi
2019,2,23,27.5,21.9,17.9,Sunny and Warm,,Abu Dhabi
2020,5,16,42,32.2,25.6,Sunny and Hot,,Abu Dhabi
2019,8,31,46.1,35.8,28.1,Sunny and Hot,,Abu Dhabi
2018,5,9,45.9,35.4,26.1,Sunny and Hot,,Abu Dhabi
2018,1,9,25.1,18.8,14.5,Cold and Cloudy,,Abu Dhabi
2019,5,12,39.9,32.2,25.3,Sunny and Hot,,Abu Dhabi
2019,12,3,29.1,23,17.2,Sunny and Warm,,Abu Dhabi
2019,9,2,47.8,36.7,29.9,Sunny and Hot,,Abu Dhabi
2018,10,19,35.1,30.9,28.2,Sunny and Hot,,Abu Dhabi
2021,5,11,39.3,30.5,21.2,Sunny and Hot,,Abu Dhabi
2023,2,2,28.8,22.4,16.7,Sunny and Warm,,Abu Dhabi
2021,8,26,41.8,35.9,31.4,Sunny and Hot,,Abu Dhabi
2019,9,2,47.8,36.7,29.9,Sunny and Hot,,Abu Dhabi
2022,5,28,40,33.1,27.8,Sunny and Hot,,Abu Dhabi
2021,12,4,27.8,23.6,19.8,Sunny and Warm,,Abu Dhabi
2019,5,13,37.9,31.8,24.5,Sunny and Hot,,Abu Dhabi
2020,2,4,23.7,18.5,13.7,Cold and Cloudy,,Abu Dhabi
2020,12,11,27.8,21.9,16.7,Sunny and Warm,,Abu Dhabi
2020,10,2,41.5,32.9,25,Sunny and Hot,,Abu Dhabi
2019,9,6,45.8,36.3,30.1,Sunny and Hot,,Abu Dhabi
2021,6,9,42.7,34.9,28,Sunny and Hot,,Abu Dhabi
2018,6,19,45.8,35,27.5,Sunny and Hot,,Abu Dhabi
2021,4,7,33.6,25.2,17.1,Sunny and Warm,,Abu Dhabi
2018,4,1,32.4,26.6,22.7,Sunny and Warm,,Abu Dhabi
2018,2,11,29.1,19.2,10.5,Cold and Cloudy,,Abu Dhabi
2018,10,20,38,30.6,24.6,Sunny and Hot,,Abu Dhabi
2020,12,20,26.9,22.1,17.5,Sunny and Warm,,Abu Dhabi
2019,9,28,40.9,34.1,29.1,Sunny and Hot,,Abu Dhabi
2020,4,21,35.7,29.5,26.5,Sunny and Warm,,Abu Dhabi
2018,9,29,42.3,33.5,25.9,Sunny and Hot,,Abu Dhabi
2019,5,21,36.9,31.3,27.2,Sunny and Hot,,Abu Dhabi
2022,1,17,28.9,23.5,19.5,Sunny and Warm,,Abu Dhabi
2019,8,10,47,38.7,33.7,Sunny and Hot,,Abu Dhabi
2022,11,9,38.7,30.1,22.8,Sunny and Hot,,Abu Dhabi
2020,9,2,45,35.7,29.2,Sunny and Hot,,Abu Dhabi
2021,4,4,31.5,26.1,22.5,Sunny and Warm,,Abu Dhabi
2020,2,7,28.4,20.4,15.4,Sunny and Warm,,Abu Dhabi
2020,1,10,21.5,19.2,17.8,Cold and Cloudy,,Abu Dhabi
2019,8,4,44.9,36.4,31.2,Sunny and Hot,,Abu Dhabi
2018,4,21,38,27.4,18.8,Sunny and Warm,,Abu Dhabi
2022,9,6,45.5,36.4,29.2,Sunny and Hot,,Abu Dhabi
2019,7,23,46.1,37.6,33.3,Sunny and Hot,,Abu Dhabi
2021,3,6,28,23.4,20.6,Sunny and Warm,,Abu Dhabi
2023,1,31,28.1,20.4,13.3,Sunny and Warm,,Abu Dhabi
2023,1,15,27.7,21.2,16.3,Sunny and Warm,,Abu Dhabi
2021,1,9,25.3,17.5,9.1,Cold and Cloudy,,Abu Dhabi
2019,3,11,25.7,18.4,11.2,Cold and Cloudy,,Abu Dhabi
2018,3,30,42.5,29.1,18,Sunny and Warm,,Abu Dhabi
2018,5,10,42.7,34.5,29.2,Sunny and Hot,,Abu Dhabi
2022,3,20,29.7,22.5,15.6,Sunny and Warm,,Abu Dhabi
2022,11,8,37.5,29.7,23.1,Sunny and Warm,,Abu Dhabi
2018,10,16,35.5,30.3,25.9,Sunny and Hot,,Abu Dhabi
2022,3,11,40.2,30.9,22.3,Sunny and Hot,,Abu Dhabi
2021,12,10,29,22,15.9,Sunny and Warm,,Abu Dhabi
2021,11,18,32.3,26.8,21.5,Sunny and Warm,,Abu Dhabi
2018,4,19,32,26.7,21.6,Sunny and Warm,,Abu Dhabi
2020,11,11,34.9,27.6,21.9,Sunny and Warm,,Abu Dhabi
2018,5,1,39,31.7,25.1,Sunny and Hot,,Abu Dhabi
2020,4,18,35.3,26.1,19.1,Sunny and Warm,,Abu Dhabi
2021,5,4,42.1,33.5,27.8,Sunny and Hot,,Abu Dhabi
2022,12,29,24.6,20.2,14.9,Sunny and Warm,,Abu Dhabi
2020,7,6,46.4,37.4,28.7,Sunny and Hot,,Abu Dhabi
2020,12,20,26.9,22.1,17.5,Sunny and Warm,,Abu Dhabi
2020,1,5,29.7,23.8,18,Sunny and Warm,,Abu Dhabi
2018,9,7,46.3,36.2,28.9,Sunny and Hot,,Abu Dhabi
2023,1,6,28.9,22.7,19.1,Sunny and Warm,,Abu Dhabi
2022,10,28,36,29.2,22.9,Sunny and Warm,,Abu Dhabi
2021,7,28,49,39.2,30.3,Sunny and Hot,,Abu Dhabi
2019,6,22,45.3,36.4,31.3,Sunny and Hot,,Abu Dhabi
2021,11,26,31.4,25.4,19.2,Sunny and Warm,,Abu Dhabi
2021,4,14,39.9,32.6,25.4,Sunny and Hot,,Abu Dhabi
2019,10,29,40.1,30.1,22.5,Sunny and Hot,,Abu Dhabi
2019,10,9,38.8,32.1,26.6,Sunny and Hot,,Abu Dhabi
2023,1,4,29.4,22.2,16.9,Sunny and Warm,,Abu Dhabi
2019,1,29,29.3,23.3,17.5,Sunny and Warm,,Abu Dhabi
2022,11,1,36.5,28.5,22,Sunny and Warm,,Abu Dhabi
2018,1,22,24.9,19.7,15.8,Cold and Cloudy,,Abu Dhabi
2021,8,11,48.6,38.6,31.1,Sunny and Hot,,Abu Dhabi
2019,5,28,45.1,36.5,29.7,Sunny and Hot,,Abu Dhabi
2020,1,10,21.5,19.2,17.8,Cold and Cloudy,,Abu Dhabi
2021,9,10,42.1,35.7,31.1,Sunny and Hot,,Abu Dhabi
2018,9,16,45.7,36.6,28.2,Sunny and Hot,,Abu Dhabi
2018,7,24,42,35.8,31.9,Sunny and Hot,,Abu Dhabi
2021,5,13,42.3,32.1,24.5,Sunny and Hot,,Abu Dhabi
2021,5,27,40.1,34.6,29.5,Sunny and Hot,,Abu Dhabi
2022,11,15,34.1,28.1,22.3,Sunny and Warm,,Abu Dhabi
2020,9,5,44.7,36,28.2,Sunny and Hot,,Abu Dhabi
2018,5,8,44.2,32.9,24.8,Sunny and Hot,,Abu Dhabi
2018,12,14,27.3,20.7,13.6,Sunny and Warm,,Abu Dhabi
2020,10,24,38.7,27.8,19,Sunny and Warm,,Abu Dhabi
2021,1,24,25.7,19.3,14.3,Cold and Cloudy,,Abu Dhabi
2021,1,16,25.2,16.2,8.2,Cold and Cloudy,,Abu Dhabi
2021,11,20,31.5,25.2,19.3,Sunny and Warm,,Abu Dhabi
2020,7,8,46.2,36.6,29.1,Sunny and Hot,,Abu Dhabi
2019,2,10,29.7,21.6,14.2,Sunny and Warm,,Abu Dhabi
2018,4,14,37.8,31,25.6,Sunny and Hot,,Abu Dhabi
2020,7,28,44.4,39.2,36.3,Sunny and Hot,,Abu Dhabi
2021,11,10,32.1,27.1,22.9,Sunny and Warm,,Abu Dhabi
2019,6,30,47.7,37.1,27.8,Sunny and Hot,,Abu Dhabi
2020,10,17,37.9,28.5,19.9,Sunny and Warm,,Abu Dhabi
2018,4,9,35,28.2,23.1,Sunny and Warm,,Abu Dhabi
2018,4,21,38,27.4,18.8,Sunny and Warm,,Abu Dhabi
2021,1,20,27.9,19.2,11.6,Cold and Cloudy,,Abu Dhabi
2018,6,15,42.2,34.9,27.5,Sunny and Hot,,Abu Dhabi
2020,12,22,25.8,20.6,15,Sunny and Warm,,Abu Dhabi
2022,2,28,29.2,23.8,20.6,Sunny and Warm,,Abu Dhabi
2021,9,16,45,36,29.7,Sunny and Hot,,Abu Dhabi
2018,10,4,41.3,31.6,25.5,Sunny and Hot,,Abu Dhabi
2018,10,22,39.3,30.7,24.2,Sunny and Hot,,Abu Dhabi
2021,6,14,42.3,35,28,Sunny and Hot,,Abu Dhabi
2018,7,26,44.5,37.6,31.4,Sunny and Hot,,Abu Dhabi
2021,1,9,25.3,17.5,9.1,Cold and Cloudy,,Abu Dhabi
2021,3,14,28.2,22.7,17.9,Sunny and Warm,,Abu Dhabi
2019,4,19,40.3,32.2,23.2,Sunny and Hot,,Abu Dhabi
2022,6,8,48.6,36.9,28.9,Sunny and Hot,,Abu Dhabi
2020,12,31,28,19.8,12.7,Cold and Cloudy,,Abu Dhabi
2020,6,23,39.8,33.3,27.7,Sunny and Hot,,Abu Dhabi
2021,8,25,44.7,36.7,32.2,Sunny and Hot,,Abu Dhabi
2021,6,15,44.5,35.1,27,Sunny and Hot,,Abu Dhabi
2018,5,13,45.5,36.8,30.6,Sunny and Hot,,Abu Dhabi
2022,2,4,27.9,21.1,16,Sunny and Warm,,Abu Dhabi
2021,11,2,36.1,29.3,24.3,Sunny and Warm,,Abu Dhabi
2022,11,2,38,28.7,20.5,Sunny and Warm,,Abu Dhabi
2019,8,1,42.3,36.9,33.5,Sunny and Hot,,Abu Dhabi
2021,4,30,36.9,31.3,27.5,Sunny and Hot,,Abu Dhabi
2021,8,26,41.8,35.9,31.4,Sunny and Hot,,Abu Dhabi
2018,2,15,33.8,24.6,19.3,Sunny and Warm,,Abu Dhabi
2019,6,2,42.6,34.2,25.3,Sunny and Hot,,Abu Dhabi
2019,7,21,45.3,37.6,33.9,Sunny and Hot,,Abu Dhabi
2021,11,15,33.9,26.4,19.7,Sunny and Warm,,Abu Dhabi
2021,3,6,28,23.4,20.6,Sunny and Warm,,Abu Dhabi
2021,8,27,48.3,37.6,31.5,Sunny and Hot,,Abu Dhabi
2019,4,5,38.7,31.9,26.1,Sunny and Hot,,Abu Dhabi
2020,4,24,40.8,32.1,23.7,Sunny and Hot,,Abu Dhabi
2022,6,30,45.5,36.6,30.4,Sunny and Hot,,Abu Dhabi
2019,9,3,47.7,37.4,29.9,Sunny and Hot,,Abu Dhabi
2021,9,29,42.1,34.8,31.1,Sunny and Hot,,Abu Dhabi
2021,1,29,30.2,21.1,12.8,Sunny and Warm,,Abu Dhabi
2018,12,1,32.2,23.6,16.5,Sunny and Warm,,Abu Dhabi
2019,3,17,35,27.6,22.3,Sunny and Warm,,Abu Dhabi
2021,12,11,28.7,22.2,16.5,Sunny and Warm,,Abu Dhabi
2018,3,15,30.7,22.8,16.4,Sunny and Warm,,Abu Dhabi
2020,12,4,30.5,23.7,16.8,Sunny and Warm,,Abu Dhabi
2021,8,20,43.5,36.5,30.8,Sunny and Hot,,Abu Dhabi
2018,2,20,26.8,21.7,17,Sunny and Warm,,Abu Dhabi
2022,2,8,23.2,19.9,17.5,Cold and Cloudy,,Abu Dhabi
2021,1,1,27.9,20.1,13.9,Sunny and Warm,,Abu Dhabi
2021,12,18,28.6,22,16.1,Sunny and Warm,,Abu Dhabi
2022,10,4,42.4,33.5,27.5,Sunny and Hot,,Abu Dhabi
2019,2,8,25.9,17.6,9.5,Cold and Cloudy,,Abu Dhabi
2019,1,12,24.1,19.8,15.2,Cold and Cloudy,,Abu Dhabi
2019,11,26,29.2,22.7,16.9,Sunny and Warm,,Abu Dhabi
2018,11,24,33.3,25.5,17,Sunny and Warm,,Abu Dhabi
2022,8,15,46.2,37.8,33.1,Sunny and Hot,,Abu Dhabi
2018,8,22,45.3,36.7,31.7,Sunny and Hot,,Abu Dhabi
2019,4,23,29.8,26.8,23.6,Sunny and Warm,,Abu Dhabi
2020,1,3,31.9,22.8,15.9,Sunny and Warm,,Abu Dhabi
2021,8,19,44.1,36.9,31.3,Sunny and Hot,,Abu Dhabi
2020,4,5,36.5,29.5,24.2,Sunny and Warm,,Abu Dhabi
2018,5,1,39,31.7,25.1,Sunny and Hot,,Abu Dhabi
2021,10,5,40.8,33.5,28.1,Sunny and Hot,,Abu Dhabi
2020,8,19,45.8,37.4,32.9,Sunny and Hot,,Abu Dhabi
2021,2,4,28.9,20.6,15.3,Sunny and Warm,,Abu Dhabi
2019,5,21,36.9,31.3,27.2,Sunny and Hot,,Abu Dhabi
2020,11,1,35.8,26.6,19.3,Sunny and Warm,,Abu Dhabi
2022,10,29,36.8,28.4,21.3,Sunny and Warm,,Abu Dhabi
2022,12,17,28.5,23,17.2,Sunny and Warm,,Abu Dhabi
2018,8,16,45.2,37.1,32.5,Sunny and Hot,,Abu Dhabi
2018,8,16,45.2,37.1,32.5,Sunny and Hot,,Abu Dhabi
2021,4,16,34.4,28.3,22.9,Sunny and Warm,,Abu Dhabi
2018,2,8,26.4,17.5,10.9,Cold and Cloudy,,Abu Dhabi
2018,9,27,42.2,33.1,25.1,Sunny and Hot,,Abu Dhabi
2021,7,25,47.3,39.5,34.4,Sunny and Hot,,Abu Dhabi
2022,12,6,33,25.1,18.4,Sunny and Warm,,Abu Dhabi
2018,7,2,44.6,36,28.9,Sunny and Hot,,Abu Dhabi
2021,6,30,44.8,37.9,31.3,Sunny and Hot,,Abu Dhabi
2018,9,24,43,35,28.8,Sunny and Hot,,Abu Dhabi
2019,11,8,35.5,28,21.7,Sunny and Warm,,Abu Dhabi
2018,12,5,30.8,23.1,14.4,Sunny and Warm,,Abu Dhabi
2020,10,24,38.7,27.8,19,Sunny and Warm,,Abu Dhabi
2020,11,30,30.3,23.6,17.6,Sunny and Warm,,Abu Dhabi
2020,12,24,26.7,19.9,13.4,Cold and Cloudy,,Abu Dhabi
2019,10,30,40.2,30.5,22.1,Sunny and Hot,,Abu Dhabi
2019,11,8,35.5,28,21.7,Sunny and Warm,,Abu Dhabi
2018,2,19,31.2,23.5,18.4,Sunny and Warm,,Abu Dhabi
2020,5,30,45.8,37.4,30.7,Sunny and Hot,,Abu Dhabi
2021,6,25,48.1,36.6,28.8,Sunny and Hot,,Abu Dhabi
2019,6,22,45.3,36.4,31.3,Sunny and Hot,,Abu Dhabi
2019,1,25,29.3,20.6,12.5,Sunny and Warm,,Abu Dhabi
2021,10,30,36.7,29.3,22.4,Sunny and Warm,,Abu Dhabi
2022,12,25,28.8,24.4,21.2,Sunny and Warm,,Abu Dhabi
2019,5,2,38,29,21.4,Sunny and Warm,,Abu Dhabi
2020,8,11,45.5,37.7,34.3,Sunny and Hot,,Abu Dhabi
2022,1,27,29.9,21.1,11.7,Sunny and Warm,,Abu Dhabi
2020,4,5,36.5,29.5,24.2,Sunny and Warm,,Abu Dhabi
2019,7,8,42.3,35.4,28.9,Sunny and Hot,,Abu Dhabi
2019,5,13,37.9,31.8,24.5,Sunny and Hot,,Abu Dhabi
2022,3,23,38.4,27.2,17.1,Sunny and Warm,,Abu Dhabi
2019,12,18,29.1,24.3,21.1,Sunny and Warm,,Abu Dhabi
2023,1,22,27,19.9,13.4,Cold and Cloudy,,Abu Dhabi
2022,9,4,43.3,35,28.9,Sunny and Hot,,Abu Dhabi
2018,2,19,31.2,23.5,18.4,Sunny and Warm,,Abu Dhabi
2020,9,13,46.1,35.9,27.9,Sunny and Hot,,Abu Dhabi
